cf_id,contact_id,company_name,description, goal , pledged ,outcome,backers_count,country,currency,launched_date,end_date,category_id,subcategory_id
2228,4404,Alexander-Williams,Triple-buffered cohesive structure," $7,200.00 "," $6,927.00 ",failed,210,US,USD,4/17/21,7/8/21,cat01,scat01
1743,5666,Marks Ltd,Realigned human-resource orchestration," $44,500.00 "," $159,185.00 ",successful,3537,CA,CAD,9/14/20,4/11/21,cat04,scat04
2563,3691,"Olsen, Edwards and Reid",Optional clear-thinking software," $56,000.00 "," $172,736.00 ",successful,2107,AU,AUD,10/9/20,6/6/21,cat03,scat09
2424,2703,"Daniels, Rose and Tyler",Centralized global approach," $8,600.00 "," $5,315.00 ",failed,136,US,USD,3/17/21,4/15/21,cat03,scat03
2369,4253,Adams Group,Reverse-engineered bandwidth-monitored contingency," $27,100.00 "," $195,750.00 ",successful,3318,DK,DKK,3/9/21,8/28/21,cat04,scat04
1134,5652,"Rogers, Huerta and Medina",Pre-emptive bandwidth-monitored instruction set," $5,100.00 "," $3,525.00 ",failed,86,CA,CAD,4/16/20,3/2/21,cat02,scat02
2241,3279,"Howard, Carter and Griffith",Adaptive asynchronous emulation," $3,600.00 "," $10,550.00 ",successful,340,US,USD,7/13/21,9/11/21,cat04,scat04
2745,3233,Bailey PLC,Innovative actuating conglomeration," $1,000.00 ", $718.00 ,failed,19,US,USD,4/28/20,3/22/21,cat05,scat020
1055,3017,Parker Group,Grass-roots foreground policy," $88,800.00 "," $28,358.00 ",failed,886,US,USD,2/10/21,8/16/21,cat04,scat04
1215,3482,Fox Group,Horizontal transitional paradigm," $60,200.00 "," $138,384.00 ",successful,1442,CA,CAD,6/12/20,2/20/21,cat05,scat013
2036,2166,"Walker, Jones and Rodriguez",Networked didactic info-mediaries," $8,200.00 "," $2,625.00 ",failed,35,IT,EUR,6/18/21,10/7/21,cat04,scat04
1191,4146,Anthony-Shaw,Switchable contextually-based access," $191,300.00 "," $45,004.00 ",canceled,441,US,USD,1/30/21,5/23/21,cat04,scat04
879,2651,Cook LLC,Up-sized dynamic throughput," $3,700.00 "," $2,538.00 ",failed,24,US,USD,2/24/21,9/4/21,cat04,scat04
3062,1409,Sutton PLC,Mandatory reciprocal superstructure," $8,400.00 "," $3,188.00 ",failed,86,IT,EUR,7/25/20,5/11/21,cat04,scat04
611,3717,"Long, Morgan and Mitchell",Upgradable 4thgeneration productivity," $42,600.00 "," $8,517.00 ",failed,243,US,USD,11/7/20,6/16/21,cat02,scat02
3195,3963,"Calhoun, Rogers and Long",Progressive discrete hub," $6,600.00 "," $3,012.00 ",failed,65,US,USD,4/25/20,3/22/21,cat02,scat08
1221,2152,Sandoval Group,Assimilated multi-tasking archive," $7,100.00 "," $8,716.00 ",successful,126,US,USD,8/30/21,9/21/21,cat02,scat017
2536,2974,Smith and Sons,Upgradable high-level solution," $15,800.00 "," $57,157.00 ",successful,524,US,USD,2/2/21,12/15/21,cat02,scat06
1834,1268,King Inc,Organic bandwidth-monitored frame," $8,200.00 "," $5,178.00 ",failed,100,DK,DKK,8/6/20,8/30/21,cat03,scat09
593,1822,Perry and Sons,Business-focused logistical framework," $54,700.00 "," $163,118.00 ",successful,1989,US,USD,3/14/21,6/2/21,cat05,scat07
3039,5066,Palmer Inc,Universal multi-state capability," $63,200.00 "," $6,041.00 ",failed,168,US,USD,4/5/21,7/5/21,cat02,scat06
777,5075,"Hull, Baker and Martinez",Digitized reciprocal infrastructure," $1,800.00 ", $968.00 ,failed,13,US,USD,3/14/20,3/13/21,cat02,scat02
835,3855,"Becker, Rice and White",Reduced dedicated capability, $100.00 , $2.00 ,failed,1,CA,CAD,9/24/20,5/26/21,cat04,scat04
797,5923,"Osborne, Perkins and Knox",Cross-platform bi-directional workforce," $2,100.00 "," $14,305.00 ",successful,157,US,USD,2/9/21,10/26/21,cat03,scat03
509,1867,Mcknight-Freeman,Upgradable scalable methodology," $8,300.00 "," $6,543.00 ",canceled,82,US,USD,8/13/20,4/22/21,cat01,scat01
2286,4376,"Hayden, Shannon and Stein",Customer-focused client-server service-desk," $143,900.00 "," $193,413.00 ",successful,4498,AU,AUD,5/24/21,9/24/21,cat04,scat04
2110,2785,Daniel-Luna,Mandatory multimedia leverage," $75,000.00 "," $2,529.00 ",failed,40,US,USD,10/20/20,1/17/21,cat02,scat018
1038,5884,Weaver-Marquez,Focused analyzing circuit," $1,300.00 "," $5,614.00 ",successful,80,US,USD,4/10/21,1/4/22,cat04,scat04
2893,2441,"Austin, Baker and Kelley",Fundamental grid-enabled strategy," $9,000.00 "," $3,496.00 ",canceled,57,US,USD,6/4/21,10/29/21,cat06,scat014
805,1243,Carney-Anderson,Digitized 5thgeneration knowledgebase," $1,000.00 "," $4,257.00 ",successful,43,US,USD,12/25/20,8/29/21,cat02,scat02
225,3411,Jackson Inc,Mandatory multi-tasking encryption," $196,900.00 "," $199,110.00 ",successful,2053,US,USD,12/7/20,8/21/21,cat05,scat05
968,2467,Warren Ltd,Distributed system-worthy application," $194,500.00 "," $41,212.00 ",live,808,AU,AUD,6/7/21,9/21/21,cat05,scat05
1369,1850,Schultz Inc,Synergistic tertiary time-frame," $9,400.00 "," $6,338.00 ",failed,226,DK,DKK,1/28/21,8/24/21,cat05,scat023
1417,2604,Thompson LLC,Customer-focused impactful benchmark," $104,400.00 "," $99,100.00 ",failed,1625,US,USD,6/13/20,6/17/21,cat04,scat04
3011,1693,Johnson Inc,Profound next generation infrastructure," $8,100.00 "," $12,300.00 ",successful,168,US,USD,2/24/20,3/5/21,cat04,scat04
2691,2969,Morgan-Warren,Face-to-face encompassing info-mediaries," $87,900.00 "," $171,549.00 ",successful,4289,US,USD,12/20/20,7/30/21,cat02,scat08
2159,1544,Sullivan Group,Open-source fresh-thinking policy," $1,400.00 "," $14,324.00 ",successful,165,US,USD,6/1/21,7/24/21,cat02,scat02
2515,4149,"Vargas, Banks and Palmer",Extended 24/7 implementation," $156,800.00 "," $6,024.00 ",failed,143,US,USD,10/7/20,5/14/21,cat04,scat04
544,3463,"Johnson, Dixon and Zimmerman",Organic dynamic algorithm," $121,700.00 "," $188,721.00 ",successful,1815,US,USD,8/22/20,1/6/21,cat04,scat04
3030,2939,"Moore, Dudley and Navarro",Organic multi-tasking focus group," $129,400.00 "," $57,911.00 ",failed,934,US,USD,3/9/21,6/28/21,cat05,scat023
817,2202,Price-Rodriguez,Adaptive logistical initiative," $5,700.00 "," $12,309.00 ",successful,397,GB,GBP,2/4/21,4/26/21,cat05,scat013
1400,1728,Huang-Henderson,Stand-alone mobile customer loyalty," $41,700.00 "," $138,497.00 ",successful,1539,US,USD,8/30/20,8/4/21,cat05,scat011
657,5362,Owens-Le,Focused composite approach," $7,900.00 ", $667.00 ,failed,17,US,USD,7/31/21,12/1/21,cat04,scat04
966,4840,Huff LLC,Face-to-face clear-thinking Local Area Network," $121,500.00 "," $119,830.00 ",failed,2179,US,USD,4/10/21,10/1/21,cat01,scat01
1558,2955,Johnson LLC,Cross-group cohesive circuit," $4,800.00 "," $6,623.00 ",successful,138,US,USD,12/18/20,4/27/21,cat08,scat015
1379,5354,"Chavez, Garcia and Cantu",Synergistic explicit capability," $87,300.00 "," $81,897.00 ",failed,931,US,USD,3/28/21,8/25/21,cat04,scat04
286,3847,Lester-Moore,Diverse analyzing definition," $46,300.00 "," $186,885.00 ",successful,3594,US,USD,1/1/21,5/30/21,cat05,scat023
894,3025,Fox-Quinn,Enterprise-wide reciprocal success," $67,800.00 "," $176,398.00 ",successful,5880,US,USD,10/14/20,2/28/21,cat02,scat02
709,1615,Garcia Inc,Progressive neutral middleware," $3,000.00 "," $10,999.00 ",successful,112,US,USD,11/26/20,2/8/21,cat08,scat015
1599,5154,Johnson-Lee,Intuitive exuding process improvement," $60,900.00 "," $102,751.00 ",successful,943,US,USD,8/7/20,6/15/21,cat07,scat021
905,5005,Pineda Group,Exclusive real-time protocol," $137,900.00 "," $165,352.00 ",successful,2468,US,USD,5/12/21,10/18/21,cat05,scat011
146,1349,Hoffman-Howard,Extended encompassing application," $85,600.00 "," $165,798.00 ",successful,2551,US,USD,12/19/20,3/10/21,cat07,scat021
1632,3670,"Miranda, Hall and Mcgrath",Progressive value-added ability," $2,400.00 "," $10,084.00 ",successful,101,US,USD,1/25/21,6/15/21,cat07,scat012
537,2912,"Williams, Carter and Gonzalez",Cross-platform uniform hardware," $7,200.00 "," $5,523.00 ",canceled,67,US,USD,2/12/21,9/13/21,cat04,scat04
1289,4336,Davis-Rodriguez,Progressive secondary portal," $3,400.00 "," $5,823.00 ",successful,92,US,USD,12/5/20,11/9/21,cat04,scat04
2712,5576,"Reid, Rivera and Perry",Multi-lateral national adapter," $3,800.00 "," $6,000.00 ",successful,62,US,USD,10/15/21,10/19/21,cat05,scat011
1980,2736,Mendoza-Parker,Enterprise-wide motivating matrices," $7,500.00 "," $8,181.00 ",successful,149,IT,EUR,6/16/20,6/28/21,cat07,scat012
296,3321,"Lee, Ali and Guzman",Polarized upward-trending Local Area Network," $8,600.00 "," $3,589.00 ",failed,92,US,USD,9/15/20,2/23/21,cat05,scat011
1760,3353,Gallegos-Cobb,Object-based directional function," $39,500.00 "," $4,323.00 ",failed,57,AU,AUD,1/21/21,12/1/21,cat02,scat02
2435,2336,Ellison PLC,Re-contextualized tangible open architecture," $9,300.00 "," $14,822.00 ",successful,329,US,USD,3/15/21,11/14/21,cat05,scat011
2343,4369,"Bolton, Sanchez and Carrillo",Distributed systemic adapter," $2,400.00 "," $10,138.00 ",successful,97,DK,DKK,6/11/20,2/28/21,cat04,scat04
2556,4464,Mason-Sanders,Networked web-enabled instruction set," $3,200.00 "," $3,127.00 ",failed,41,US,USD,4/12/21,12/3/21,cat03,scat09
2495,5626,Pitts-Reed,Vision-oriented dynamic service-desk," $29,400.00 "," $123,124.00 ",successful,1784,US,USD,4/19/20,2/20/21,cat04,scat04
2497,1669,Gonzalez-Martinez,Vision-oriented actuating open system," $168,500.00 "," $171,729.00 ",successful,1684,AU,AUD,1/17/21,7/23/21,cat06,scat010
1955,5544,"Hill, Martin and Garcia",Sharable scalable core," $8,400.00 "," $10,729.00 ",successful,250,US,USD,8/22/20,3/1/21,cat02,scat02
1129,6078,Garcia PLC,Customer-focused attitude-oriented function," $2,300.00 "," $10,240.00 ",successful,238,US,USD,4/17/21,8/28/21,cat04,scat04
636,2580,Herring-Bailey,Reverse-engineered system-worthy extranet, $700.00 ," $3,988.00 ",successful,53,US,USD,5/2/21,12/28/21,cat04,scat04
434,3592,Russell-Gardner,Re-engineered systematic monitoring," $2,900.00 "," $14,771.00 ",successful,214,US,USD,9/16/20,3/22/21,cat04,scat04
1231,4914,Walters-Carter,Seamless value-added standardization," $4,500.00 "," $14,649.00 ",successful,222,US,USD,11/20/20,11/27/21,cat03,scat03
3162,3848,"Johnson, Patterson and Montoya",Triple-buffered fresh-thinking frame," $19,800.00 "," $184,658.00 ",successful,1884,US,USD,9/20/20,1/15/21,cat06,scat014
1717,2619,Roberts and Sons,Streamlined holistic knowledgebase," $6,200.00 "," $13,103.00 ",successful,218,AU,AUD,11/3/20,8/2/21,cat07,scat021
211,4605,Avila-Nelson,Up-sized intermediate website," $61,500.00 "," $168,095.00 ",successful,6465,US,USD,3/25/20,2/19/21,cat06,scat019
2635,6147,Robbins and Sons,Future-proofed directional synergy, $100.00 , $3.00 ,failed,1,US,USD,9/16/20,2/27/21,cat02,scat02
1854,1383,Singleton Ltd,Enhanced user-facing function," $7,100.00 "," $3,840.00 ",failed,101,US,USD,8/1/20,7/30/21,cat04,scat04
436,1757,Perez PLC,Operative bandwidth-monitored interface," $1,000.00 "," $6,263.00 ",successful,59,US,USD,11/25/20,8/28/21,cat04,scat04
2965,4390,"Rogers, Jacobs and Jackson",Upgradable multi-state instruction set," $121,500.00 "," $108,161.00 ",failed,1335,CA,CAD,9/3/20,2/24/21,cat05,scat07
1034,4165,Barry Group,De-engineered static Local Area Network," $4,600.00 "," $8,505.00 ",successful,88,US,USD,6/24/21,8/28/21,cat06,scat010
614,4529,"Rosales, Branch and Harmon",Upgradable grid-enabled superstructure," $80,500.00 "," $96,735.00 ",successful,1697,US,USD,11/3/20,9/27/21,cat02,scat02
1792,6084,Smith-Reid,Optimized actuating toolset," $4,100.00 ", $959.00 ,failed,15,GB,GBP,11/3/20,10/17/21,cat02,scat02
121,2916,Williams Inc,Decentralized exuding strategy," $5,700.00 "," $8,322.00 ",successful,92,US,USD,5/3/20,5/8/21,cat04,scat04
2936,2005,"Duncan, Mcdonald and Miller",Assimilated coherent hardware," $5,000.00 "," $13,424.00 ",successful,186,US,USD,11/14/20,10/24/21,cat04,scat04
2081,2261,Watkins Ltd,Multi-channeled responsive implementation," $1,800.00 "," $10,755.00 ",successful,138,US,USD,4/7/21,6/30/21,cat08,scat015
1204,5342,Allen-Jones,Centralized modular initiative," $6,300.00 "," $9,935.00 ",successful,261,US,USD,7/15/21,10/12/21,cat02,scat02
669,4087,Mason-Smith,Reverse-engineered cohesive migration," $84,300.00 "," $26,303.00 ",failed,454,US,USD,8/4/21,9/13/21,cat02,scat02
735,2761,"Lloyd, Kennedy and Davis",Compatible multimedia hub," $1,700.00 "," $5,328.00 ",successful,107,US,USD,2/27/21,10/2/21,cat02,scat08
933,2908,Walker Ltd,Organic eco-centric success," $2,900.00 "," $10,756.00 ",successful,199,US,USD,10/26/20,5/6/21,cat08,scat015
3055,2155,Gordon PLC,Virtual reciprocal policy," $45,600.00 "," $165,375.00 ",successful,5512,US,USD,8/29/21,10/30/21,cat04,scat04
270,5642,Lee and Sons,Persevering interactive emulation," $4,900.00 "," $6,031.00 ",successful,86,US,USD,5/15/20,3/10/21,cat04,scat04
647,6217,Cole LLC,Proactive responsive emulation," $111,900.00 "," $85,902.00 ",failed,3182,IT,EUR,8/7/21,1/13/22,cat02,scat018
1219,4222,Acosta PLC,Extended eco-centric function," $61,600.00 "," $143,910.00 ",successful,2768,AU,AUD,5/8/21,9/24/21,cat04,scat04
1257,4798,Brown-Mckee,Networked optimal productivity," $1,500.00 "," $2,708.00 ",successful,48,US,USD,3/23/21,1/10/22,cat05,scat05
2162,5660,Miles and Sons,Persistent attitude-oriented approach," $3,500.00 "," $8,842.00 ",successful,87,US,USD,6/11/21,6/24/21,cat05,scat020
2274,5000,"Sawyer, Horton and Williams",Triple-buffered 4thgeneration toolset," $173,900.00 "," $47,260.00 ",canceled,1890,US,USD,10/7/21,10/13/21,cat07,scat012
2284,2809,Foley-Cox,Progressive zero administration leverage," $153,700.00 "," $1,953.00 ",live,61,US,USD,7/9/21,1/13/22,cat08,scat015
407,3349,"Horton, Morrison and Clark",Networked radical neural-net," $51,100.00 "," $155,349.00 ",successful,1894,US,USD,6/18/21,10/25/21,cat04,scat04
2440,3647,Thomas and Sons,Re-engineered heuristic forecast," $7,800.00 "," $10,704.00 ",successful,282,CA,CAD,11/4/20,7/15/21,cat04,scat04
2476,5745,Morgan-Jenkins,Fully-configurable background algorithm," $2,400.00 ", $773.00 ,failed,15,US,USD,9/13/21,12/3/21,cat04,scat04
41,2583,"Ward, Sanchez and Kemp",Stand-alone discrete Graphical User Interface," $3,900.00 "," $9,419.00 ",successful,116,US,USD,6/2/21,12/31/21,cat06,scat019
890,5441,Fields Ltd,Front-line foreground project," $5,500.00 "," $5,324.00 ",failed,133,US,USD,5/23/21,6/21/21,cat07,scat012
2743,2090,Ramos-Mitchell,Persevering system-worthy info-mediaries, $700.00 ," $7,465.00 ",successful,83,US,USD,12/14/20,4/24/21,cat04,scat04
266,3386,"Higgins, Davis and Salazar",Distributed multi-tasking strategy," $2,700.00 "," $8,799.00 ",successful,91,US,USD,3/28/21,8/23/21,cat03,scat03
3113,1816,Smith-Jenkins,Vision-oriented methodical application," $8,000.00 "," $13,656.00 ",successful,546,US,USD,10/2/20,7/25/21,cat04,scat04
1909,4718,Braun PLC,Function-based high-level infrastructure," $2,500.00 "," $14,536.00 ",successful,393,US,USD,7/6/21,11/5/21,cat05,scat011
962,1677,Drake PLC,Profound object-oriented paradigm," $164,500.00 "," $150,552.00 ",failed,2062,US,USD,2/25/20,4/6/21,cat04,scat04
213,4218,"Ross, Kelly and Brown",Virtual contextually-based circuit," $8,400.00 "," $9,076.00 ",successful,133,US,USD,7/20/21,8/18/21,cat05,scat020
2741,4548,Lucas-Mullins,Business-focused dynamic instruction set," $8,100.00 "," $1,517.00 ",failed,29,DK,DKK,5/27/20,3/20/21,cat02,scat02
2589,1431,Tran LLC,Ameliorated fresh-thinking protocol," $9,800.00 "," $8,153.00 ",failed,132,US,USD,2/20/21,4/10/21,cat03,scat03
1238,2830,"Dawson, Brady and Gilbert",Front-line optimizing emulation, $900.00 ," $6,357.00 ",successful,254,US,USD,8/19/20,1/25/21,cat04,scat04
164,4400,Obrien-Aguirre,Devolved uniform complexity," $112,100.00 "," $19,557.00 ",canceled,184,US,USD,2/15/21,11/12/21,cat04,scat04
2685,5773,Ferguson PLC,Public-key intangible superstructure," $6,300.00 "," $13,213.00 ",successful,176,US,USD,10/3/20,2/19/21,cat02,scat06
2836,4161,Garcia Ltd,Secured global success," $5,600.00 "," $5,476.00 ",failed,137,DK,DKK,12/13/20,4/14/21,cat02,scat017
2062,2062,"Smith, Love and Smith",Grass-roots mission-critical capability, $800.00 ," $13,474.00 ",successful,337,CA,CAD,3/11/21,8/18/21,cat04,scat04
3111,3458,"Wilson, Hall and Osborne",Advanced global data-warehouse," $168,600.00 "," $91,722.00 ",failed,908,US,USD,11/18/20,8/16/21,cat05,scat05
1414,3174,"Bell, Grimes and Kerr",Self-enabling uniform complexity," $1,800.00 "," $8,219.00 ",successful,107,US,USD,3/5/21,2/20/22,cat03,scat03
2765,5565,Ho-Harris,Versatile cohesive encoding," $7,300.00 ", $717.00 ,failed,10,US,USD,12/1/20,9/28/21,cat01,scat01
939,1906,Ross Group,Organized executive solution," $6,500.00 "," $1,065.00 ",canceled,32,IT,EUR,2/2/21,3/26/21,cat04,scat04
390,5479,Turner-Davis,Automated local emulation, $600.00 ," $8,038.00 ",successful,183,US,USD,2/17/21,6/9/21,cat04,scat04
2851,4320,"Smith, Jackson and Herrera",Enterprise-wide intermediate middleware," $192,900.00 "," $68,769.00 ",failed,1910,CH,CHF,2/7/21,10/24/21,cat04,scat04
1607,4213,Smith-Hess,Grass-roots real-time Local Area Network," $6,100.00 "," $3,352.00 ",failed,38,AU,AUD,4/28/20,3/10/21,cat04,scat04
3201,3373,"Brown, Herring and Bass",Organized client-driven capacity," $7,200.00 "," $6,785.00 ",failed,104,AU,AUD,11/26/20,3/11/21,cat04,scat04
641,4184,"Chase, Garcia and Johnson",Adaptive intangible database," $3,500.00 "," $5,037.00 ",successful,72,US,USD,5/20/21,6/21/21,cat02,scat02
524,5472,Ramsey and Sons,Grass-roots contextually-based algorithm," $3,800.00 "," $1,954.00 ",failed,49,US,USD,11/23/21,2/5/22,cat01,scat01
2423,5559,Cooke PLC,Focused executive core, $100.00 , $5.00 ,failed,1,DK,DKK,12/5/20,9/25/21,cat06,scat010
1532,5419,Wong-Walker,Multi-channeled disintermediate policy, $900.00 ," $12,102.00 ",successful,295,US,USD,6/8/21,9/4/21,cat05,scat05
1748,4171,"Ferguson, Collins and Mata",Customizable bi-directional hardware," $76,100.00 "," $24,234.00 ",failed,245,US,USD,6/7/20,5/24/21,cat04,scat04
3168,1302,"Guerrero, Flores and Jenkins",Networked optimal architecture," $3,400.00 "," $2,809.00 ",failed,32,US,USD,1/12/21,12/22/21,cat02,scat08
1077,3520,Peterson PLC,User-friendly discrete benchmark," $2,100.00 "," $11,469.00 ",successful,142,US,USD,2/3/21,4/10/21,cat05,scat05
3114,6010,Townsend Ltd,Grass-roots actuating policy," $2,800.00 "," $8,014.00 ",successful,85,US,USD,1/27/21,5/15/21,cat04,scat04
2547,4617,"Rush, Reed and Hall",Enterprise-wide 3rdgeneration knowledge user," $6,500.00 ", $514.00 ,failed,7,US,USD,8/12/21,11/18/21,cat04,scat04
2065,1417,Salazar-Dodson,Face-to-face zero tolerance moderator," $32,900.00 "," $43,473.00 ",successful,659,DK,DKK,3/20/21,9/25/21,cat06,scat014
1143,4770,Davis Ltd,Grass-roots optimizing projection," $118,200.00 "," $87,560.00 ",failed,803,US,USD,7/17/21,11/18/21,cat04,scat04
2545,4328,Harris-Perry,User-centric 6thgeneration attitude," $4,100.00 "," $3,087.00 ",canceled,75,US,USD,3/5/21,7/26/21,cat02,scat08
1315,5171,"Velazquez, Hunt and Ortiz",Switchable zero tolerance website," $7,800.00 "," $1,586.00 ",failed,16,US,USD,3/28/21,4/23/21,cat07,scat012
2219,4394,Flores PLC,Focused real-time help-desk," $6,300.00 "," $12,812.00 ",successful,121,US,USD,12/9/20,5/9/21,cat04,scat04
854,1794,Martinez LLC,Robust impactful approach," $59,100.00 "," $183,345.00 ",successful,3742,US,USD,12/31/20,2/6/22,cat04,scat04
336,3510,Miller-Irwin,Secured maximized policy," $2,200.00 "," $8,697.00 ",successful,223,US,USD,11/26/21,12/2/21,cat02,scat02
3014,2487,Sanchez-Morgan,Realigned upward-trending strategy," $1,400.00 "," $4,126.00 ",successful,133,US,USD,6/4/20,4/11/21,cat05,scat05
326,2215,"Lopez, Adams and Johnson",Open-source interactive knowledge user," $9,500.00 "," $3,220.00 ",failed,31,US,USD,7/10/21,8/3/21,cat04,scat04
2991,4136,Martin-Marshall,Configurable demand-driven matrix," $9,600.00 "," $6,401.00 ",failed,108,IT,EUR,12/19/20,10/6/21,cat01,scat01
1359,3723,Summers PLC,Cross-group coherent hierarchy," $6,600.00 "," $1,269.00 ",failed,30,US,USD,7/31/20,3/22/21,cat04,scat04
341,5842,"Young, Hart and Ryan",Decentralized demand-driven open system," $5,700.00 ", $903.00 ,failed,17,US,USD,7/29/21,9/25/21,cat02,scat02
2365,3289,Mills Group,Advanced empowering matrix," $8,400.00 "," $3,251.00 ",canceled,64,US,USD,3/24/20,2/22/21,cat03,scat03
358,1249,Sandoval-Powell,Phased holistic implementation," $84,400.00 "," $8,092.00 ",failed,80,US,USD,5/9/21,8/3/21,cat06,scat014
583,5409,"Mills, Frazier and Perez",Proactive attitude-oriented knowledge user," $170,400.00 "," $160,422.00 ",failed,2468,US,USD,5/30/21,9/9/21,cat05,scat013
1373,2951,Hebert Group,Visionary asymmetric Graphical User Interface," $117,900.00 "," $196,377.00 ",successful,5168,US,USD,3/18/21,3/22/21,cat04,scat04
2665,3432,"Cole, Smith and Wood",Integrated zero-defect help-desk," $8,900.00 "," $2,148.00 ",failed,26,GB,GBP,5/3/21,1/25/22,cat05,scat05
2500,2297,"Harris, Hall and Harris",Inverse analyzing matrices," $7,100.00 "," $11,648.00 ",successful,307,US,USD,4/18/21,8/28/21,cat04,scat04
921,6161,Saunders Group,Programmable systemic implementation," $6,500.00 "," $5,897.00 ",failed,73,US,USD,5/31/20,1/31/21,cat04,scat04
135,4603,"Pham, Avila and Nash",Multi-channeled next generation architecture," $7,200.00 "," $3,326.00 ",failed,128,US,USD,5/27/20,4/14/21,cat05,scat011
2413,5818,"Patterson, Salinas and Lucas",Digitized 3rdgeneration encoding," $2,600.00 "," $1,002.00 ",failed,33,US,USD,4/10/20,4/15/21,cat04,scat04
3004,4270,Young PLC,Innovative well-modulated functionalities," $98,700.00 "," $131,826.00 ",successful,2441,US,USD,9/1/20,5/3/21,cat02,scat02
1911,6007,Willis and Sons,Fundamental incremental database," $93,800.00 "," $21,477.00 ",live,211,US,USD,4/6/21,6/16/21,cat07,scat012
2726,4084,Thompson-Bates,Expanded encompassing open architecture," $33,700.00 "," $62,330.00 ",successful,1385,GB,GBP,1/5/21,4/18/21,cat05,scat05
2049,1340,Rose-Silva,Intuitive static portal," $3,300.00 "," $14,643.00 ",successful,190,US,USD,1/30/21,6/25/21,cat01,scat01
1732,5675,"Pacheco, Johnson and Torres",Optional bandwidth-monitored definition," $20,700.00 "," $41,396.00 ",successful,470,US,USD,7/30/20,3/22/21,cat03,scat09
1174,2010,"Carlson, Dixon and Jones",Persistent well-modulated synergy," $9,600.00 "," $11,900.00 ",successful,253,US,USD,10/28/20,5/2/21,cat04,scat04
1194,6201,Mcgee Group,Assimilated discrete algorithm," $66,200.00 "," $123,538.00 ",successful,1113,US,USD,6/27/20,5/4/21,cat02,scat02
3176,1791,Jordan-Acosta,Operative uniform hub," $173,800.00 "," $198,628.00 ",successful,2283,US,USD,2/27/20,2/12/21,cat02,scat02
642,3314,Nunez Inc,Customizable intangible capability," $70,700.00 "," $68,602.00 ",failed,1072,US,USD,11/6/20,7/21/21,cat02,scat02
34,5852,Hayden Ltd,Innovative didactic analyzer," $94,500.00 "," $116,064.00 ",successful,1095,US,USD,6/17/20,7/8/21,cat04,scat04
217,4618,Gonzalez-Burton,Decentralized intangible encoding," $69,800.00 "," $125,042.00 ",successful,1690,US,USD,12/20/20,4/27/21,cat04,scat04
1693,2618,"Lewis, Taylor and Rivers",Front-line transitional algorithm," $136,300.00 "," $108,974.00 ",canceled,1297,CA,CAD,2/7/21,2/10/22,cat04,scat04
2333,4967,"Butler, Henry and Espinoza",Switchable didactic matrices," $37,100.00 "," $34,964.00 ",failed,393,US,USD,4/3/21,12/23/21,cat08,scat015
80,4594,Guzman Group,Ameliorated disintermediate utilization," $114,300.00 "," $96,777.00 ",failed,1257,US,USD,2/10/21,9/22/21,cat02,scat08
2847,2080,Gibson-Hernandez,Visionary foreground middleware," $47,900.00 "," $31,864.00 ",failed,328,US,USD,2/17/21,6/9/21,cat04,scat04
3104,2793,Spencer-Weber,Optional zero-defect task-force," $9,000.00 "," $4,853.00 ",failed,147,US,USD,12/5/20,7/13/21,cat04,scat04
980,4890,"Berger, Johnson and Marshall",Devolved exuding emulation," $197,600.00 "," $82,959.00 ",failed,830,US,USD,12/12/20,6/18/21,cat07,scat012
476,3528,"Taylor, Cisneros and Romero",Open-source neutral task-force," $157,600.00 "," $23,159.00 ",failed,331,GB,GBP,4/6/21,8/9/21,cat05,scat07
116,5810,Little-Marsh,Virtual attitude-oriented migration," $8,000.00 "," $2,758.00 ",failed,25,US,USD,10/7/21,12/28/21,cat02,scat08
2900,5720,Petersen and Sons,Open-source full-range portal, $900.00 ," $12,607.00 ",successful,191,US,USD,5/3/21,2/13/22,cat03,scat03
553,4593,Hensley Ltd,Versatile cohesive open system," $199,000.00 "," $142,823.00 ",failed,3483,US,USD,7/27/21,11/21/21,cat01,scat01
2834,3186,Navarro and Sons,Multi-layered bottom-line frame," $180,800.00 "," $95,958.00 ",failed,923,US,USD,5/27/21,6/1/21,cat04,scat04
2314,5136,Shannon Ltd,Pre-emptive neutral capacity, $100.00 , $5.00 ,failed,1,US,USD,1/19/21,7/25/21,cat02,scat018
2005,2646,Young LLC,Universal maximized methodology," $74,100.00 "," $94,631.00 ",successful,2013,US,USD,9/12/21,10/5/21,cat02,scat02
2514,3460,"Adams, Willis and Sanchez",Expanded hybrid hardware," $2,800.00 ", $977.00 ,failed,33,CA,CAD,4/25/21,7/5/21,cat04,scat04
702,4345,Mills-Roy,Profit-focused multi-tasking access," $33,600.00 "," $137,961.00 ",successful,1703,US,USD,7/25/20,4/16/21,cat04,scat04
42,2690,Brown Group,Profit-focused transitional capability," $6,100.00 "," $7,548.00 ",successful,80,DK,DKK,11/22/20,4/6/21,cat05,scat05
948,4025,Burns-Burnett,Front-line scalable definition," $3,800.00 "," $2,241.00 ",live,86,US,USD,8/28/20,5/19/21,cat03,scat09
2926,4524,"Glass, Nunez and Mcdonald",Open-source systematic protocol," $9,300.00 "," $3,431.00 ",failed,40,IT,EUR,10/12/21,1/18/22,cat04,scat04
1971,3978,"Perez, Davis and Wilson",Implemented tangible algorithm," $2,300.00 "," $4,253.00 ",successful,41,US,USD,10/20/20,8/25/21,cat07,scat012
